"numeric366","numeric367","numeric368","numeric369","numeric370","numeric371","numeric372","numeric373","numeric374","numeric375","numeric376","numeric377","numeric378","numeric379","numeric380","numeric381","numeric382","numeric383","numeric384","numeric385","numeric386","numeric387","numeric388","numeric389","numeric390","numeric391","numeric392","numeric393","numeric394","numeric395","numeric396","numeric397","numeric398","numeric399","numeric400","numeric401","numeric402","numeric403","numeric404","numeric405","numeric406","numeric407","numeric408","numeric409","numeric410","numeric411","numeric412","numeric413","numeric414","numeric415","numeric416","numeric417","numeric418","numeric419","numeric420","numeric421","numeric422","numeric423","numeric424","numeric425","numeric426","numeric427","numeric428","numeric429","numeric430","numeric431","numeric432","numeric433","numeric434","numeric435","numeric436","numeric437","numeric438","numeric439","numeric440","numeric441","numeric442","numeric443","numeric444","numeric445","numeric446","numeric447","numeric448","numeric449","numeric450","numeric451","numeric452","numeric453","numeric454","numeric455","numeric456","numeric457","numeric458","numeric459","numeric460","numeric461","numeric462","numeric463","numeric464","numeric465","numeric466","numeric467","numeric468","numeric469","numeric470","numeric471","numeric472","numeric473","numeric474","numeric475","numeric476","numeric477","numeric478","numeric479","numeric480","numeric481","numeric482","numeric483","numeric484","numeric485","numeric486","numeric487","numeric488","numeric489","numeric490","numeric491","numeric492","numeric493","numeric494","numeric495","numeric496","numeric497","numeric498","numeric499","numeric500"
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
